"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.portable-fire-pumps.com/en/products/water-cooled/","text/html; charset=UTF-8","200","OK","Indexable","","Water-Cooled Pumps | Portable Fire Pumps","40","388","Explore water-cooled Shibaura portable fire pumps designed for sustained high-output firefighting operations.","109","678","","0","Built for Sustained Operation","29","P572S-A","7","FK500-A","7","index, follow","","","https://www.portable-fire-pumps.com/en/products/water-cooled/","","","","","","96369","13157","13157","5.040","","437","124","3.524","44.318","Hard","3.978","2","3","","31","18","0","52.940","49","15","0","4","4","0","","","","","48a4dc068b3568ab67f147804bbdbf20","0.449","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/water-cooled/","2026-03-24 14:06:38"
"https://www.portable-fire-pumps.com/en/products/ff500ar-a/","text/html; charset=UTF-8","200","OK","Indexable","","FF500AR-A Portable Fire Pump | Shibaura | Kojex","47","436","Auto Relay for long-distance water delivery. Auto-relay pump for long-distance water delivery and efficient operations.","119","725","","0","FF500AR-A","9","FF500-AR Pump Operation","23","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/ff500ar-a/","","","","","","64818","12431","12431","4.762","","408","154","2.649","96.737","Very Easy","4.758","2","3","","11","6","0","17.650","45","17","0","4","4","0","","","","","84384fa435456e481bf306be8cfa05c7","0.605","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/ff500ar-a/","2026-03-24 14:06:38"
"https://www.portable-fire-pumps.com/en/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","About Us | Portable Fire Pumps","30","279","Learn about Kojex International and its role as exclusive North American distributor for Shibaura portable fire pumps.","118","721","","0","Kojex International","19","About Kojex International","25","About Shibaura Rabbit Fire Pump","31","index, follow","","","https://www.portable-fire-pumps.com/en/about-us/","","","","","","33427","8094","8094","3.101","","280","38","7.368","46.170","Hard","7.544","2","2","","54","18","0","52.940","40","12","0","4","4","0","","","","","f4d7200f08311db95fbe03a42056222c","0.685","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/about-us/","2026-03-24 14:06:38"
"https://www.portable-fire-pumps.com/en/products/ft300-400-a/","text/html; charset=UTF-8","200","OK","Indexable","","FT300 / 400-A Portable Fire Pump | Shibaura | Kojex","51","463","Compact and light weight. Lightweight portable fire pump designed for fast setup and reliable output.","101","626","","0","FT300 / 400-A","13","FT300-A Pump Operation","22","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/ft300-400-a/","","","","","","68685","12668","12668","4.853","","476","180","2.644","100.000","Very Easy","4.974","2","3","","16","11","0","32.350","45","17","0","4","4","0","","","","","b33e6d86bef48f49c1d39da78dccad8f","0.833","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/ft300-400-a/","2026-03-24 14:06:38"
"https://www.portable-fire-pumps.com/en/use-cases/","text/html; charset=UTF-8","200","OK","Indexable","","Portable Fire Pump Use Cases | Portable Fire Pumps","50","470","Explore portable fire pump use cases for remote firefighting, wildfire response, limited-hydrant operations, and long-distance water delivery.","142","857","","0","Portable Fire Pump Use Scenarios","32","Remote and off-grid firefighting","32","Air-cooled pumps are often the best starting point","50","index, follow","","","https://www.portable-fire-pumps.com/en/use-cases/","","","","","","50430","10483","10483","4.016","","474","70","6.771","41.292","Hard","7.873","2","2","","79","18","0","52.940","49","15","0","4","4","0","","","","","ab6559a58a634eafc5b32874b71620c4","0.708","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/use-cases/","2026-03-24 14:06:38"
"https://www.portable-fire-pumps.com/en/distributors/","text/html; charset=UTF-8","200","OK","Indexable","","Distributors | Portable Fire Pumps","34","302","Find verified distributor partners for Shibaura portable fire pumps with regional contact information.","102","617","","0","Distributors","12","Trusted Distributor Network","27","Seeking new distributors","24","index, follow","","","https://www.portable-fire-pumps.com/en/distributors/","","","","","","45169","9718","9718","3.723","","229","55","4.164","32.670","Hard","5.340","2","2","","60","18","0","52.940","40","12","0","6","6","0","","","","","f5fd070b69848ca4b065ab02340c4516","0.747","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/distributors/","2026-03-24 14:06:38"
"https://www.portable-fire-pumps.com/en/products/","text/html; charset=UTF-8","200","OK","Indexable","","Products | Portable Fire Pumps","30","278","Browse Shibaura portable fire pumps engineered for wildfire response, municipal support, and emergency water transfer.","118","745","","0","Portable Fire Pumps","19","FT510-A","7","FT300 / 400-A","13","index, follow","","","https://www.portable-fire-pumps.com/en/products/","","","","","","156795","15974","15974","6.119","","760","240","3.167","53.122","Fairly Hard","3.924","2","2","","42","18","0","52.940","60","18","0","4","4","0","","","","","edab5827123bee658a799b83ae65e177","0.525","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/","2026-03-24 14:06:39"
"https://www.portable-fire-pumps.com/fr/","text/html; charset=UTF-8","200","OK","Indexable","","Portable Fire Pumps | Shibaura par Kojex","40","366","Distributeur exclusif en Amérique du Nord des pompes à incendie portatives Shibaura avec ressources techniques et accompagnement.","129","833","","0","Pompes incendie portatives haute performance","44","Pompes incendie portatives de confiance","39","Pompes incendie portatives","26","index, follow","","","https://www.portable-fire-pumps.com/fr/","","","","","","51037","10343","10343","3.962","","284","47","6.043","44.609","Hard","5.671","2","1","","121","18","0","52.940","56","18","0","4","4","0","","","","","13a3d95da47e5b7d27bbf42cc9ee76c0","0.596","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/","2026-03-24 14:06:39"
"https://www.portable-fire-pumps.com/fr/distributors/","text/html; charset=UTF-8","200","OK","Indexable","","Distributeurs | Portable Fire Pumps","35","313","Trouvez des partenaires distributeurs vérifiés des pompes à incendie portatives Shibaura avec leurs coordonnées régionales.","123","766","","0","Distributeurs","13","Réseau de distributeurs de confiance","36","Développement de notre réseau de distribution","45","index, follow","","","https://www.portable-fire-pumps.com/fr/distributors/","","","","","","46217","10060","10060","3.854","","304","60","5.067","44.180","Hard","6.793","3","2","","60","18","0","52.940","40","12","0","6","6","0","","","","","43d2ece775fa304bc6da3308fa06e3b5","0.682","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/distributors/","2026-03-24 14:06:39"
"https://www.portable-fire-pumps.com/fr/products/","text/html; charset=UTF-8","200","OK","Indexable","","Produits | Portable Fire Pumps","30","273","Consultez la gamme de pompes à incendie portatives Shibaura pour la lutte contre les feux de forêt et les interventions d’urgence.","130","795","","0","Pompes incendie portatives","26","FT510-A","7","FT300 / 400-A","13","index, follow","","","https://www.portable-fire-pumps.com/fr/products/","","","","","","157573","16280","16280","6.237","","934","209","4.469","90.073","Very Easy","4.088","3","2","","42","18","0","52.940","60","18","0","4","4","0","","","","","9ac4f11fadc95dfea6c9a6141c8682fa","0.459","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/","2026-03-24 14:06:40"
"https://www.portable-fire-pumps.com/fr/use-cases/","text/html; charset=UTF-8","200","OK","Indexable","","Cas d’usage des pompes à incendie portatives | Portable Fire Pumps","66","611","Découvrez les cas d’usage des pompes à incendie portatives pour les interventions éloignées, les feux de forêt, les zones peu équipées en hydrants et l’acheminement d’eau sur longue distance.","191","1177","","0","Pompes à incendie portatives Scénarios d’intervention","53","Interventions éloignées et hors réseau","38","Les pompes refroidies à l’air sont souvent le meilleur point de départ","70","index, follow","","","https://www.portable-fire-pumps.com/fr/use-cases/","","","","","","52089","10873","10873","4.165","","607","76","7.987","56.846","Fairly Hard","9.395","3","2","","79","18","0","52.940","49","15","0","4","4","0","","","","","12387ca72dd5ad602f97e2603e06c8f6","0.804","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/use-cases/","2026-03-24 14:06:40"
"https://www.portable-fire-pumps.com/fr/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","À propos | Portable Fire Pumps","30","277","Découvrez Kojex International et son rôle de distributeur exclusif nord-américain des pompes à incendie portatives Shibaura.","124","764","","0","Kojex International","19","À propos de Kojex International","31","À propos des pompes incendie Shibaura Rabbit","44","index, follow","","","https://www.portable-fire-pumps.com/fr/about-us/","","","","","","33775","8229","8229","3.152","","260","35","7.429","50.920","Fairly Hard","7.779","3","2","","54","18","0","52.940","40","12","0","4","4","0","","","","","b596310669f8323154f4aea3b9bdc529","0.613","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/about-us/","2026-03-24 14:06:41"
"https://www.portable-fire-pumps.com/fr/products/ft300-400-a/","text/html; charset=UTF-8","200","OK","Indexable","","FT300 / 400-A Pompe incendie portative | Shibaura | Kojex","57","519","Compacte et légère. Pompe à incendie portative légère conçue pour une mise en œuvre rapide et un débit fiable.","110","684","","0","FT300 / 400-A","13","FT300-A Fonctionnement de la pompe","34","Spécifications techniques","25","index, follow","","","https://www.portable-fire-pumps.com/fr/products/ft300-400-a/","","","","","","69599","12947","12947","4.960","","521","171","3.047","100.000","Very Easy","5.608","3","3","","16","11","0","32.350","45","17","0","4","4","0","","","","","df949212c948d35db26fbe9d70269460","0.713","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/ft300-400-a/","2026-03-24 14:06:41"
"https://www.portable-fire-pumps.com/fr/products/ff500ar-a/","text/html; charset=UTF-8","200","OK","Indexable","","FF500AR-A Pompe incendie portative | Shibaura | Kojex","53","492","Auto-relais pour l’acheminement d’eau sur longue distance. Pompe auto-relais conçue pour l’acheminement d’eau sur longue distance et l’efficacité opérationnelle.","161","999","","0","FF500AR-A","9","FF500-AR Fonctionnement de la pompe","35","Spécifications techniques","25","index, follow","","","https://www.portable-fire-pumps.com/fr/products/ff500ar-a/","","","","","","65856","12706","12706","4.867","","446","147","3.034","97.531","Very Easy","5.411","3","3","","11","6","0","17.650","45","17","0","4","4","0","","","","","9e491fc66d27408d3df54c089d4be108","0.675","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/ff500ar-a/","2026-03-24 14:06:41"
"https://www.portable-fire-pumps.com/fr/products/water-cooled/","text/html; charset=UTF-8","200","OK","Indexable","","Pompes refroidies à l’eau | Portable Fire Pumps","47","425","Découvrez les pompes à incendie portatives Shibaura refroidies à l’eau, conçues pour des opérations soutenues à haut débit.","123","766","","0","Conçues pour les opérations soutenues","37","P572S-A","7","FK500-A","7","index, follow","","","https://www.portable-fire-pumps.com/fr/products/water-cooled/","","","","","","97147","13434","13434","5.146","","544","113","4.814","82.980","Easy","4.261","3","3","","31","18","0","52.940","49","15","0","4","4","0","","","","","579bfcddf02c2a88c6cdc2cf6331e05f","0.675","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/water-cooled/","2026-03-24 14:06:42"
"https://www.portable-fire-pumps.com/fr/products/p572s-a/","text/html; charset=UTF-8","200","OK","Indexable","","P572S-A Pompe incendie portative | Shibaura | Kojex","51","470","Débit de refoulement le plus élevé de la gamme. Pompe incendie portative à haut débit conçue pour les interventions exigeantes et un amorçage rapide.","149","927","","0","P572S-A","7","P572S-A Fonctionnement de la pompe","34","Spécifications techniques","25","index, follow","","","https://www.portable-fire-pumps.com/fr/products/p572s-a/","","","","","","68874","13159","13159","5.041","","514","162","3.173","98.605","Very Easy","5.701","3","3","","14","9","0","26.470","45","17","0","4","4","0","","","","","7b9d872204dbde1cd8da295d021de516","0.511","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/p572s-a/","2026-03-24 14:06:43"
"https://www.portable-fire-pumps.com/fr/contact-us/","text/html; charset=UTF-8","200","OK","Indexable","","Contact | Portable Fire Pumps","29","268","Contactez Kojex International pour les soumissions, les demandes distributeur et le soutien technique.","102","628","","0","Nous joindre","12","Coordonnées","11","Informations de l'organisation","30","index, follow","","","https://www.portable-fire-pumps.com/fr/contact-us/","","","","","","75181","14932","14932","5.720","","232","66","3.515","71.627","Fairly Easy","3.589","3","2","","40","18","0","52.940","38","12","0","4","4","0","","","","","8e19a38b345530ac20d96aa01efd8504","0.635","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/contact-us/","2026-03-24 14:06:43"
"https://www.portable-fire-pumps.com/fr/products/air-cooled/","text/html; charset=UTF-8","200","OK","Indexable","","Pompes refroidies à l’air | Portable Fire Pumps","47","415","Découvrez les pompes à incendie portatives Shibaura refroidies à l’air, légères et conçues pour un déploiement rapide.","118","721","","0","Conçues pour les prises d’eau variables","39","FT510-A","7","FT300 / 400-A","13","index, follow","","","https://www.portable-fire-pumps.com/fr/products/air-cooled/","","","","","","94984","13239","13239","5.072","","484","107","4.523","95.270","Very Easy","3.879","3","3","","27","18","0","52.940","49","15","0","4","4","0","","","","","881b212373c00c0eb690a532fca0fefd","0.876","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/air-cooled/","2026-03-24 14:06:43"
"https://www.portable-fire-pumps.com/fr/products/fk500-a/","text/html; charset=UTF-8","200","OK","Indexable","","FK500-A Pompe incendie portative | Shibaura | Kojex","51","469","Performance durable et équilibrée. Pompe équilibrée et robuste, conçue pour une longue durée de service dans des conditions difficiles.","135","828","","0","FK500-A","7","FK500-A Fonctionnement de la pompe","34","Spécifications techniques","25","index, follow","","","https://www.portable-fire-pumps.com/fr/products/fk500-a/","","","","","","69274","13111","13111","5.023","","495","165","3.000","100.000","Very Easy","5.502","3","3","","11","6","0","17.650","45","17","0","4","4","0","","","","","84c1cef79c29002617c278332b6011f8","0.610","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/fk500-a/","2026-03-24 14:06:44"
"https://www.portable-fire-pumps.com/fr/products/ft510-a/","text/html; charset=UTF-8","200","OK","Indexable","","FT510-A Pompe incendie portative | Shibaura | Kojex","51","468","Grande puissance grâce au moteur Shibaura refroidi à l’air. Performance élevée du moteur refroidi à l’air, avec démarrage rapide et commande de vanne précise pour les interventions exigeantes.","192","1190","","0","FT510-A","7","FT510-A Fonctionnement de la pompe","34","Spécifications techniques","25","index, follow","","","https://www.portable-fire-pumps.com/fr/products/ft510-a/","","","","","","68684","13040","13040","4.995","","523","162","3.228","98.253","Very Easy","5.801","3","3","","16","11","0","32.350","45","17","0","4","4","0","","","","","4980b8698c4f73bd77a0e420228707a1","0.630","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/ft510-a/","2026-03-24 14:06:45"
"https://www.portable-fire-pumps.com/fr/features/","text/html; charset=UTF-8","200","OK","Indexable","","Caractéristiques | Portable Fire Pumps","38","345","Découvrez le système Auto Relay et les principales caractéristiques techniques des pompes à incendie portatives Shibaura.","121","754","","0","Caractéristiques des pompes incendie portables","46","Acheminement d’eau sur longue distance","38","Système auto-relais","19","index, follow","","","https://www.portable-fire-pumps.com/fr/features/","","","","","","53394","11401","11401","4.368","","759","102","7.441","50.480","Fairly Hard","11.327","3","2","","90","18","0","52.940","42","12","0","4","4","0","","","","","8db2b24c6530d65861641f5abb81fb0b","0.595","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/features/","2026-03-24 14:06:46"
"https://www.portable-fire-pumps.com/fr/long-distance-relay-pumping/","text/html; charset=UTF-8","200","OK","Indexable","","Relais d’eau sur longue distance | Portable Fire Pumps","54","484","Découvrez comment le pompage en relais soutient l’acheminement d’eau sur longue distance et quelles pompes conviennent aux opérations soutenues.","144","933","","0","Relais d’eau sur longue distance","32","Quand le pompage en relais s’impose","35","Modèles à examiner pour le pompage en relais","44","index, follow","","","https://www.portable-fire-pumps.com/fr/long-distance-relay-pumping/","","","","","","42884","9277","9277","3.554","","278","42","6.619","57.392","Fairly Hard","6.323","3","2","","29","18","0","52.940","43","15","0","4","4","0","","","","","57ff48a8a99cf47af10e373a1ce45013","0.720","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/long-distance-relay-pumping/","2026-03-24 14:06:47"
"https://www.portable-fire-pumps.com/fr/resources/","text/html; charset=UTF-8","200","OK","Indexable","","Ressources | Portable Fire Pumps","32","301","Accédez aux catalogues Shibaura, aux manuels d’utilisation, aux listes de pièces et aux consignes d’entreposage.","112","696","","0","Documentation et listes de pièces","33","Parcourir les ressources disponibles","36","Catalogues de produits","22","index, follow","","","https://www.portable-fire-pumps.com/fr/resources/","","","","","","106284","13904","13904","5.326","","503","139","3.619","74.496","Fairly Easy","3.874","3","2","","126","18","0","52.940","68","27","0","4","4","0","","","","","4cdba8c213c117229b82ae0ab200a24a","0.638","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/resources/","2026-03-24 14:06:47"
"https://www.portable-fire-pumps.com/fr/products/tf516mh-ab/","text/html; charset=UTF-8","200","OK","Indexable","","TF516MH-AB Pompe incendie portative | Shibaura | Kojex","54","511","La plus compacte de sa catégorie. Pompe la plus compacte de sa catégorie, conçue pour un déploiement rapide et une installation facile sur véhicule.","148","915","","0","TF516MH-AB","10","TF516MH-AB Fonctionnement de la pompe","37","Spécifications techniques","25","index, follow","","","https://www.portable-fire-pumps.com/fr/products/tf516mh-ab/","","","","","","65572","12639","12639","4.842","","461","147","3.136","100.000","Very Easy","5.454","3","3","","16","11","0","32.350","45","17","0","4","4","0","","","","","db4b46941def902eeeb34bc603e215e6","0.606","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/tf516mh-ab/","2026-03-24 14:06:53"
